Id,Classification,title,Tags,Score,ViewCount,AnswerCount,CommentCount,CreationDate,LastActivityDate
39961263,Spark API Usage,Why do I get kafka.cluster.BrokerEndPoint cannot be cast to kafka.cluster.Broker?,<apache-spark><apache-kafka><kafka-consumer-api>,1,1839,2,2,2016-10-10 15:03,2016-10-27 13:15
55823841,Spark API Usage,Show full results for Spark streaming batch using console output format,<apache-spark><spark-structured-streaming>,1,78,1,0,2019-04-24 06:42,2019-04-24 06:53
47618206,Data Sources,Prevent delimiter collision while reading csv in Spark,<scala><apache-spark><spark-dataframe><rdd><spark-csv>,1,210,1,4,2017-12-03 12:09,2017-12-03 14:17
44494656,Performance and Logging,Coalesce reduces parallelism of entire stage (spark),<scala><apache-spark>,5,1872,1,4,2017-06-12 08:24,2019-09-17 10:40
40159372,Configuration,Spark maven dependency breaks down sprint-boot application,<maven><apache-spark><spring-boot><apache-spark-2.0>,2,2091,1,0,2016-10-20 16:05,2016-10-22 05:08
34867585,Data processing,how to sort data in each partition in spark?,<apache-spark>,2,6980,2,0,2016-01-19 02:32,2018-07-26 08:45
50348236,Data processing,Convert row values into columns with its value from another column in spark scala,<scala><apache-spark><apache-spark-sql>,2,1634,1,1,2018-05-15 10:44,2018-05-15 10:54
43835283,Spark API Usage,java.lang.NumberFormatException in Scala for MLlib,<scala><apache-spark><k-means><apache-spark-MLlib>,1,747,2,3,2017-05-07 18:43,2017-05-08 09:00
41652374,Data Sources,Repairing hive table using hiveContext in java,<hadoop><apache-spark><hive><apache-spark-sql><hivecontext>,3,897,1,1,2017-01-14 16:39,2017-01-14 20:48
52238803,Data processing,How to convert list of dictionaries into Pyspark DataFrame,<python><pyspark><apache-spark-sql>,5,6147,2,0,2018-09-08 19:41,2019-07-30 10:26
57408398,Performance and Logging,"Is it better to partition by time stamp or year,month,day, hour",<apache-spark><apache-spark-sql><parquet>,1,70,1,3,2019-08-08 08:34,2019-09-24 14:33
45282559,Configuration,How to start a standalone cluster using pyspark?,<python><apache-spark><pyspark>,2,877,3,2,2017-07-24 13:57,2019-08-15 20:21
53011256,Other,How to solve this error org.apache.spark.sql.catalyst.errors.package$TreeNodeException,<apache-spark><datastax-enterprise><cassandra-3.0><databricks>,4,8097,2,3,2018-10-26 14:48,2018-10-30 13:44
40611178,Configuration,Unable to deploy Spark jobs using Oozie,<hadoop><apache-spark><oozie>,1,408,2,0,2016-11-15 13:34,2016-11-15 13:48
32150922,Performance and Logging,Spark giving logging error even after finding two libraries,<java><apache-spark>,1,2603,1,10,2015-08-22 00:01,2015-08-24 22:29
31178740,Data processing,"How to use map() to convert (key,values) pair to values only in Pyspark",<python-2.7><mapreduce><apache-spark><pyspark>,2,21510,4,0,2015-07-02 07:59,2015-07-13 06:33
51438504,Spark API Usage,Custom state store provider for Apache Spark on Mesos,<apache-spark><mesos><spark-structured-streaming>,5,311,1,0,2018-07-20 08:41,2018-10-27 16:18
42391368,Data processing,How to split single row in to multiple rows in Java Spark,<java><apache-spark><rows><transpose>,2,2132,2,1,2017-02-22 12:21,2017-03-11 10:33
51951989,Data Sources,Write PySpark Dataframe to SQL DB as batch,<apache-spark><pyspark><apache-spark-sql><pyspark-sql><databricks>,4,1581,1,3,2018-08-21 15:23,2018-09-04 15:43
51898859,Performance and Logging,How to use multiple regex patterns using rlike in pyspark,<apache-spark><pyspark><pyspark-sql>,1,2081,1,0,2018-08-17 15:43,2018-08-17 16:27
51963668,Other,"Some YARN worker node not join cluster , while I create spark cluster on Dataproc",<apache-spark><yarn><google-cloud-dataproc>,1,196,1,9,2018-08-22 09:25,2019-03-17 02:43
41686477,Other,Scala: compilation error: not found type,<scala><apache-spark><compiler-errors><spark-graphx>,1,2022,1,0,2017-01-16 23:06,2017-01-17 09:33
49433834,Data Sources,How to find keys within a text file and compare them to another using Spark & JSON,<java><scala><file><dictionary><apache-spark>,1,307,2,0,2018-03-22 16:30,2018-03-22 19:49
56270629,Performance and Logging,Efficiently calculate top-k elements in spark,<apache-spark><apache-spark-sql><window-functions><rank><approximation>,3,155,2,1,2019-05-23 08:02,2019-07-24 08:35
45312982,Data processing,Check column datatype and execute SQL only on Integer and Decimal in Spark SQL,<scala><apache-spark><apache-spark-sql><spark-streaming>,3,5179,2,0,2017-07-25 20:31,2019-01-13 17:05
46181746,Data processing,Find Most Common Value and Corresponding Count Using Spark Groupby Aggregates,<scala><apache-spark><group-by><apache-spark-sql><aggregation>,2,913,1,0,2017-09-12 16:45,2019-01-07 17:34
52780898,Data Sources,Apache spark: Write JSON DataFrame partitionBy nested columns,<json><apache-spark><dataframe><partition-by>,1,914,2,3,2018-10-12 13:46,2018-10-15 06:07
33956720,Spark API Usage,SPARK: How to create categoricalFeaturesInfo for decision trees from LabeledPoint?,<scala><apache-spark><random-forest><decision-tree><apache-spark-MLlib>,2,1415,1,1,2015-11-27 11:47,2015-11-28 13:35
36347875,Spark API Usage,how to obtain the trained best model from a crossvalidator,<scala><apache-spark><machine-learning><decision-tree><cross-validation>,6,1621,2,0,2016-04-01 04:09,2016-07-04 09:34
40193801,Configuration,How to disable native zlib compression library in hadoop,<java><hadoop><apache-spark><zlib><gzip>,1,547,1,0,2016-10-22 15:24,2017-08-28 14:52
36662297,Data processing,map on multiple values of one key pyspark,<python><apache-spark><pyspark>,2,2924,1,0,2016-04-16 09:13,2018-04-26 13:03
40863808,Other,neo4j - Mazerunner job not responding,<apache-spark><graph><neo4j><neo4j-mazerunner><bigdata>,1,46,1,0,2016-11-29 10:42,2017-09-19 05:51
41618474,Data processing,Filter stop words in Spark,<scala><apache-spark>,2,6869,2,1,2017-01-12 16:38,2019-09-08 18:55
25682836,Configuration,Standalone spark cluster. Can't submit job programmatically -> java.io.InvalidClassException,<apache-spark>,12,8410,3,4,2014-09-05 09:36,2016-10-31 12:42
54197788,Data processing,How to calculate rowwise median in a Spark DataFrame,<apache-spark><pyspark><apache-spark-sql>,2,495,4,0,2019-01-15 11:17,2019-01-17 15:39
32822948,Performance and Logging,"""sparkContext was shut down"" while running spark on a large dataset",<scala><apache-spark><yarn><apache-spark-sql>,9,14565,3,2,2015-09-28 12:25,2016-08-25 19:40
43271837,Data processing,Spark partitions - using DISTRIBUTE BY option,<apache-spark><hive><hadoop-partitioning>,4,2753,1,0,2017-04-07 07:11,2017-04-07 08:39
31070702,Configuration,Spark JPMML import Issue,<apache-spark><pmml>,1,2088,1,1,2015-06-26 10:19,2015-06-27 13:30
46351215,Data processing,Providing a Sequence as a parameter to a method accepting varargs,<scala><apache-spark>,1,84,1,0,2017-09-21 18:50,2017-09-21 20:24
31454792,Data Sources,Spark SQL queries on Partitioned Data,<apache-spark>,1,2007,1,0,2015-07-16 12:55,2015-07-17 06:55
48009318,Data processing,How to join datasets with same columns and select one?,<scala><apache-spark><join><apache-spark-sql>,1,3306,3,1,2017-12-28 14:31,2017-12-29 12:37
48817169,Performance and Logging,How can I increase parallelism with loading large XML file with spark-xml?,<scala><performance><apache-spark><bz2>,1,397,1,0,2018-02-15 22:14,2018-02-16 06:56
31279206,Other,How does Apache-Spark work with methods inside a class,<python><class><methods><apache-spark>,2,2387,1,5,2015-07-07 21:02,2015-07-08 06:04
21171576,Other,Why does spark-ec2 fail with ERROR: Could not find any existing cluster?,<amazon-web-services><amazon-ec2><apache-spark>,4,3115,2,5,2014-01-16 19:56,2015-01-20 12:50
36176620,Configuration,Apache-Zeppelin / Spark : Why can't I access a remote DB with this code sample,<java><scala><apache-spark><scalar><apache-zeppelin>,2,2507,2,6,2016-03-23 11:13,2016-06-02 13:42
45550672,Data processing,Pyspark - Join timestamp window against timestamp values,<apache-spark><pyspark>,3,508,2,0,2017-08-07 15:32,2017-08-08 03:28
55778246,Data processing,How do I convert multiple `string` columns in my dataframe to datetime columns?,<apache-spark><pyspark><apache-spark-sql>,1,84,1,0,2019-04-20 22:19,2019-04-21 00:33
26947344,Data Sources,Why does spark-shell throw ArrayIndexOutOfBoundsException when reading a large file from HDFS?,<apache-spark>,8,15868,3,0,2014-11-15 15:21,2016-07-08 03:12
33471388,Configuration,Why does running Spark job fail to find classes inside uberjar on EMR while it works locally fine?,<scala><amazon-web-services><apache-spark><emr>,2,552,2,5,2015-11-02 05:39,2015-11-03 21:35
35476440,Spark API Usage,whether spark loads base RDD in Memory,<scala><apache-spark>,2,497,1,1,2016-02-18 08:36,2016-02-18 16:41
40653248,Configuration,Starting thrift server in spark,<apache-spark><apache-spark-sql><spark-thriftserver>,2,3695,2,7,2016-11-17 11:05,2018-05-21 13:46
42329551,Data processing,Fitting pipeline and processing the data,<scala><apache-spark><pipeline>,1,597,1,0,2017-02-19 16:09,2017-02-20 18:22
51090044,Data processing,How to use custom type-safe aggregator in Spark SQL,<apache-spark><apache-spark-sql><apache-spark-dataset><apache-spark-2.0>,1,299,1,0,2018-06-28 19:27,2018-06-29 09:11
49714067,Data processing,Spark scala data frame udf returning rows,<scala><apache-spark><user-defined-functions>,6,1923,1,2,2018-04-08 03:19,2018-04-09 11:22
48900127,Other,How to do a self join in Spark 2.3.0? What is the correct syntax?,<scala><apache-spark><apache-spark-sql><spark-dataframe>,4,1594,2,0,2018-02-21 07:18,2018-02-21 08:45
45480208,Data processing,Java & Spark : add unique incremental id to dataset,<java><apache-spark>,6,4690,4,6,2017-08-03 09:30,2018-07-19 11:24
30047760,Configuration,Running Spark jobs on a YARN cluster with additional files,<apache-spark><hdfs><yarn>,9,9594,2,1,2015-05-05 08:24,2016-08-17 13:13
48828067,Data processing,How to convert nested avro GenericRecord to Row,<java><apache-spark><avro><spark-avro>,5,2058,1,1,2018-02-16 13:40,2019-04-26 19:39
49977114,Data Sources,overwrite hive partitions using spark,<scala><amazon-web-services><apache-spark><hadoop><hive>,8,4106,2,0,2018-04-23 09:02,2018-09-12 14:54
46228331,Data processing,Spark dataframe: Pivot and Group based on columns,<scala><hadoop><apache-spark><spark-dataframe>,4,1242,2,0,2017-09-14 21:14,2017-09-15 05:29
48038221,Data Sources,"Why does Zeppelin fail with ""mismatched input ';' expecting <EOF>"" in %spark.sql paragraph?",<apache-spark><apache-spark-sql><parquet><apache-zeppelin>,3,5425,1,0,2017-12-30 21:57,2018-01-01 14:46
22734849,Configuration,apache-spark memory consumption for cache() / persist(),<java><garbage-collection><apache-spark>,3,6628,2,5,2014-03-29 18:11,2016-11-11 17:28
44348241,Data processing,Pyspark map from RDD of strings to RDD of list of doubles,<apache-spark><pyspark>,1,921,1,0,2017-06-03 20:22,2017-06-03 20:35
46521235,Data Sources,'HiveContext' object has no attribute 'jsonRDD' Spark 2.1.1,<python><apache-spark><pyspark><apache-spark-sql><spark-dataframe>,2,1469,1,0,2017-10-02 07:35,2017-10-02 09:58
41919295,Configuration,Does spark standalone cluster supports deploye mode = cluster for python applications?,<apache-spark>,1,702,1,1,2017-01-29 09:16,2017-01-29 19:38
24050300,Data processing,Spark's RDD.map() will not execute unless the item inside RDD is visited,<scala><apache-spark>,2,2039,1,5,2014-06-05 01:42,2014-06-05 09:20
55974244,Data Sources,How to parse json having a nested schema?,<json><scala><apache-spark><databricks><jsonparser>,2,142,2,0,2019-05-03 16:58,2019-05-04 13:49
57045469,Configuration,Can't connect from Spark to S3 - AmazonS3Exception Status Code: 400,<scala><amazon-web-services><apache-spark><hadoop><amazon-s3>,2,132,3,1,2019-07-15 18:40,2019-07-23 09:45
31210377,Other,Spark workflow with jar,<apache-spark>,3,184,3,2,2015-07-03 15:41,2016-08-17 02:21
36349585,Data processing,datatype for handling big numbers in pyspark,<python><apache-spark><pyspark><apache-spark-sql>,2,7724,1,0,2016-04-01 06:37,2017-12-07 17:30
37032689,Data Sources,"Scala - First quartile, third quartile, and IQR from spark SQLContext dataframe without Hive",<scala><apache-spark-sql>,2,5708,1,0,2016-05-04 15:56,2016-05-04 15:56
33728994,Data processing,Using Apache-Spark to analyze time series,<python><apache-spark><time-series><pyspark>,4,901,2,1,2015-11-16 05:23,2015-11-17 11:00
35937398,Spark API Usage,"Scala - Operation in case (x,y)=> x++y",<scala><apache-spark>,4,2027,2,0,2016-03-11 10:13,2016-03-11 10:41
35968321,Spark API Usage,Spark(scala): Count all distinct values of a whole column on RDD,<scala><apache-spark>,1,2386,1,0,2016-03-13 08:49,2016-03-13 11:39
46382167,Data processing,Use a generated string in the select expr of dataframe,<scala><apache-spark>,1,1046,2,0,2017-09-23 17:08,2017-09-23 17:22
49265613,Configuration,Submit a Spark job on a Yarn cluster from a remote client,<hadoop><apache-spark><cluster-computing><yarn>,2,2625,1,0,2018-03-13 20:48,2018-03-14 00:11
57107792,Other,How to make sure that write csv is complete?,<java><apache-spark><spark-structured-streaming>,2,108,2,0,2019-07-19 07:43,2019-07-20 13:59
34885981,Data processing,SparkR window function,<r><apache-spark><apache-spark-sql><window-functions><sparkr>,1,944,1,0,2016-01-19 20:06,2017-12-26 18:53
38926715,Performance and Logging,Effective Way to Validate Field Values Spark,<python><hadoop><apache-spark><pyspark><bigdata>,2,436,1,0,2016-08-12 21:30,2017-09-20 06:23
37754704,Data processing,How to implement LEAD and LAG in Spark-scala,<scala><apache-spark>,4,7787,1,0,2016-06-10 18:09,2016-06-10 20:29
46552161,Data Sources,Write DataFrame to mysql table using pySpark,<python><mysql><apache-spark><pyspark><apache-spark-sql>,10,8307,1,0,2017-10-03 19:39,2018-12-20 06:12
54583338,Data processing,Problem using 'window' function to group by day in PySpark,<python><apache-spark><pyspark><pyspark-sql>,1,155,1,0,2019-02-07 22:33,2019-02-08 07:29
37171911,Spark API Usage,Training Sparks word2vec with a RDD[String],<scala><apache-spark><apache-spark-MLlib><spark-dataframe>,1,746,3,0,2016-05-11 19:42,2017-06-16 07:50
41328352,Other,PySpark When item in list,<apache-spark><pyspark><pyspark-sql>,1,2312,1,0,2016-12-26 08:17,2019-01-22 16:00
38606651,Configuration,Cannot set configuration when submitting Spark Streaming jobs to YARN with Client within Java code,<java><hadoop><apache-spark><spark-streaming><yarn>,1,133,1,0,2016-07-27 07:35,2016-07-27 08:57
43004716,Data processing,How do I get certain columns from a dataset in Apache Spark (pyspark)?,<python><apache-spark><pyspark>,2,2629,2,0,2017-03-24 16:34,2017-03-26 14:38
43710287,Data Sources,Cleaning and preparind data for Spark,<scala><apache-spark><apache-spark-MLlib><kaggle>,1,1683,1,0,2017-04-30 19:09,2018-03-20 18:10
54419102,Configuration,No start-history-server.sh when pyspark installed through conda,<apache-spark><pyspark><conda><miniconda><spark-ui>,1,51,1,4,2019-01-29 10:36,2019-02-27 14:55
42279665,Other,how to list spark-packages added to the spark context?,<apache-spark><sparkr>,3,2042,1,0,2017-02-16 16:33,2017-02-19 18:39
29563115,Configuration,Spark with Yarn: Point in providing spark-resource related parameters?,<apache-spark><yarn>,2,121,1,0,2015-04-10 13:46,2015-04-10 14:15
29910708,Spark API Usage,"Pyspark py4j PickleException: ""expected zero arguments for construction of ClassDict""",<python><apache-spark><pyspark><py4j>,8,8687,3,1,2015-04-28 05:04,2018-02-09 08:45
36020699,Data processing,Getting an apache spark dataframe in the right format,<scala><apache-spark><dataframe><apache-spark-sql><rdd>,1,331,2,0,2016-03-15 19:44,2019-01-06 20:03
46529404,Data processing,"How to force inferSchema for CSV to consider integers as dates (with ""dateFormat"" option)?",<apache-spark><dataframe><apache-spark-sql><spark-csv>,5,3879,2,3,2017-10-02 16:08,2019-01-11 21:34
48707871,Data processing,How to put Array[Row] into JSON string,<arrays><json><scala><apache-spark>,1,53,1,2,2018-02-09 14:17,2018-02-09 15:15
34535833,Data processing,Spark SQL dataframe: best way to compute across rowpairs,<apache-spark><dataframe><apache-spark-sql>,3,170,1,0,2015-12-30 19:22,2019-01-14 00:53
51427175,Configuration,Error while running PySpark DataProc Job due to python version,<python-3.x><apache-spark><google-cloud-dataproc>,6,2887,3,3,2018-07-19 15:58,2019-09-18 02:54
49098202,Data Sources,Script result in sqlContext on registered temp table in Scala has minor difference than using Reduce in RDD,<scala><apache-spark>,1,31,1,0,2018-03-04 17:28,2018-03-04 22:55
26899595,Data Sources,JPype and JayDeBeAPI returns jpype._jclass.java.lang.Long,<python><jdbc><apache-spark><jpype><jaydebeapi>,3,4219,3,0,2014-11-13 01:00,2017-02-12 11:31
49683897,Data processing,Passing Array to Python Spark Lit Function,<python><apache-spark><pyspark><literals><pyspark-sql>,14,5074,1,2,2018-04-06 01:28,2018-04-06 16:24
39961850,Spark API Usage,How to write streaming data to S3?,<scala><amazon-web-services><apache-spark><amazon-s3><spark-streaming>,3,4544,2,0,2016-10-10 15:38,2016-10-12 18:40
42534788,Data processing,Mapping a value into a specific column based on annother column,<scala><apache-spark><dataframe><apache-spark-sql>,2,503,1,0,2017-03-01 14:48,2017-03-01 17:17
30114854,Data Sources,Cassandra storage internal,<cassandra><apache-spark><time-series><cql>,5,2429,1,5,2015-05-08 02:32,2015-05-08 14:24
56381913,Data processing,How to insert concatenated values from a data-frame into another data-frame in Pyspark?,<python><apache-spark><hive><pyspark><apache-spark-sql>,1,42,1,2,2019-05-30 16:13,2019-05-30 17:58
50923336,Data Sources,OrientDB: java.lang.IllegalArgumentException Property value can not be null,<scala><apache-spark><apache-spark-sql><orientdb>,1,110,1,3,2018-06-19 07:57,2018-06-19 08:32
33369972,Data Sources,Write to a specified Parquet filename in Spark,<apache-spark><sparkr>,2,952,1,0,2015-10-27 13:57,2015-10-27 14:12
34067124,Other,"the ""java.lang.IllegalArgumentException: requirement failed: Overflowed precision"" error on fetch oracle data in Python with PySpark and JDBC Driver",<oracle><apache-spark><pyspark><ojdbc>,1,1663,1,0,2015-12-03 13:19,2015-12-08 10:43
42082900,Configuration,Compatibility issue with Scala and Spark for compiled jars,<scala><apache-spark><jar><compatibility>,2,2601,2,0,2017-02-07 06:10,2017-05-09 23:39
42886401,Performance and Logging,Spark/Hadoop job not running in parralel,<hadoop><apache-spark><parallel-processing><mapreduce>,2,388,2,0,2017-03-19 12:11,2017-03-20 12:24
38490714,Spark API Usage,Who loads partitions into RAM in Spache Spark?,<apache-spark><apache-spark-standalone>,1,49,1,0,2016-07-20 20:57,2016-07-21 16:57
35938787,Data Sources,Fetch lines based on regex match along with the filenames from a directory using apache spark,<scala><apache-spark><mapreduce>,1,585,1,0,2016-03-11 11:13,2016-03-11 12:18
47111607,Data processing,Why does this Spark code make NullPointerException?,<scala><apache-spark>,9,4760,2,0,2017-11-04 14:08,2017-11-22 00:34
32495891,Spark API Usage,Spark: broadcasting jackson ObjectMapper,<scala><apache-spark><jackson>,2,1809,2,1,2015-09-10 07:38,2015-09-10 10:59
47149293,Data Sources,Calling Dataset static method does not work in Spark Shell,<scala><apache-spark><dataset><apache-spark-sql>,1,314,1,2,2017-11-07 03:01,2019-02-12 01:19
36873600,Data processing,Find distinct values for each column in an RDD in PySpark,<apache-spark><pyspark>,1,2261,1,0,2016-04-26 19:02,2017-03-09 03:05
46396506,Configuration,Connect to Vertica 7.0.1 from Spark 1.5.2/1.6.2,<scala><apache-spark><vertica>,1,299,1,0,2017-09-25 01:42,2017-09-25 08:19
42964531,Spark API Usage,SortedMap non Serialization error in Spark Dataset,<scala><apache-spark><apache-spark-dataset>,1,155,1,0,2017-03-22 23:26,2017-03-22 23:36
48394765,Data processing,How to extract text from a RDD?,<scala><apache-spark>,1,198,2,0,2018-01-23 05:24,2018-01-23 05:38
36237508,Performance and Logging,Spark SQL: Cache Memory footprint improves with 'order by',<sql><performance><scala><apache-spark><apache-spark-sql>,2,555,1,0,2016-03-26 16:05,2016-03-26 17:52
35857224,Data Sources,How to return non-empty rows for a given ID - Hive,<hadoop><hive><apache-spark-sql>,1,55,1,2,2016-03-08 01:17,2016-03-08 11:38
45080620,Data processing,How to use isin function with values from text file?,<apache-spark><apache-spark-sql>,1,241,1,0,2017-07-13 12:27,2018-05-18 13:21
49116437,Performance and Logging,Using partitionBy() and persist() in pyspark,<python><apache-spark><pyspark>,1,810,1,0,2018-03-05 17:43,2018-03-06 06:04
49034126,Configuration,AWS Glue executor memory limit,<amazon-web-services><apache-spark><aws-glue>,9,6172,5,7,2018-02-28 16:21,2019-08-28 15:39
42030653,Performance and Logging,Spark write only to one hbase region server,<apache-spark><hbase><rdd>,3,1043,2,0,2017-02-03 18:23,2017-06-16 18:46
44970829,Data processing,Passing two columns to a udf in scala?,<scala><apache-spark><user-defined-functions>,4,11870,1,3,2017-07-07 12:30,2017-07-11 06:15
52792762,Data processing,Is there a way to slice dataframe based on index in pyspark?,<apache-spark><pyspark><apache-spark-sql>,1,1609,1,1,2018-10-13 12:06,2018-10-15 16:13
34922320,Data Sources,Sparkr write DF as file csv/txt,<r><apache-spark><sparkr>,2,4786,1,0,2016-01-21 11:16,2017-01-24 14:42
49303113,Configuration,Spark collect() network failure,<java><apache-spark><netty>,3,1094,1,0,2018-03-15 15:15,2018-06-05 04:10
34937394,Spark API Usage,"How to process a subset of input records in a batch, i.e. the first second in 3-sec batch time?",<apache-spark><spark-streaming>,1,202,1,1,2016-01-22 01:16,2016-01-31 10:46
39544796,Data processing,How to select last row and also how to access PySpark dataframe by index?,<python><apache-spark><pyspark><apache-spark-sql><pyspark-sql>,9,25130,4,0,2016-09-17 08:48,2019-07-24 15:42
42829629,Other,How to control each spark worker node to do some special job?,<python><apache-spark><pyspark>,1,335,1,2,2017-03-16 09:11,2017-03-17 12:24
47387439,Data processing,"How to add ""where"" clause to calculating maximum value in Spark?",<scala><apache-spark><apache-spark-sql>,1,220,1,4,2017-11-20 08:04,2019-01-13 21:41
54748545,Data Sources,Null type schema in spark-salesforce connector,<apache-spark><apache-spark-sql><salesforce>,1,73,1,2,2019-02-18 13:36,2019-02-18 16:41
39275779,Spark API Usage,How to use Spark Structured Streaming with Kafka Direct Stream?,<scala><apache-spark><apache-kafka><spark-structured-streaming>,11,3921,2,0,2016-09-01 15:39,2018-11-29 05:38
51792377,Data processing,Get last element of list in Spark Dataframe column,<scala><list><apache-spark><apache-spark-sql>,1,1038,1,0,2018-08-10 18:42,2018-08-10 19:41
41288622,Data processing,pyspark: Create MapType Column from existing columns,<python><apache-spark><pyspark>,10,8691,1,0,2016-12-22 17:20,2019-08-08 21:54
39988908,Configuration,"Java, Spark and Cassandra java.lang.ClassCastException: com.datastax.driver.core.DefaultResultSetFuture cannot be cast to shade",<java><apache-spark><cassandra>,7,3068,1,1,2016-10-12 00:53,2016-10-12 05:50
49483987,Other,Mocking SparkSession for unit testing,<scala><unit-testing><apache-spark><mocking><scalamock>,3,2040,1,6,2018-03-26 04:27,2018-03-26 07:32
35998935,Spark API Usage,How to classify new training example after model training in apache spark?,<scala><apache-spark>,2,1018,1,0,2016-03-14 22:01,2016-03-14 23:28
55245568,Data processing,"Flatten a Seq of Maps to Map using Type polymorphism in Scala, Spark UDF",<scala><apache-spark><generics>,1,105,2,0,2019-03-19 16:17,2019-03-19 17:35
46659616,Spark API Usage,Retrieve SparkContext from SparkSession,<scala><apache-spark>,11,9048,2,4,2017-10-10 06:04,2019-02-11 19:56
34676374,Data Sources,Reading files via SFTP in Spark,<apache-spark><apache-spark-sql>,1,3166,2,1,2016-01-08 11:46,2016-03-31 08:52
49671354,Data processing,How to sort array of struct type in Spark DataFrame by particular column?,<scala><apache-spark><apache-spark-sql>,4,5341,2,4,2018-04-05 11:34,2019-01-14 16:03
33162705,Data processing,How to sortby more than one value in pyspark,<python-2.7><lambda><apache-spark><pyspark>,1,1248,1,1,2015-10-16 04:43,2015-10-16 06:58
55946124,Data processing,How correctly to join 2 dataframe in Apache Spark?,<scala><apache-spark><apache-spark-sql>,1,70,2,1,2019-05-02 05:27,2019-05-02 06:07
43342772,Spark API Usage,find count of messages foreachRDD in JavaDStream,<apache-spark><apache-kafka><spark-streaming>,2,707,1,0,2017-04-11 10:02,2017-07-03 13:05
44086892,Spark API Usage,How does Spark resolve system properties in strings (without string interpolation)?,<scala><apache-spark><apache-spark-sql>,1,363,1,0,2017-05-20 14:12,2017-05-20 20:07
42295001,Other,How to interpret results of Spark OneHotEncoder,<python><apache-spark><pyspark><one-hot-encoding>,7,3470,1,0,2017-02-17 10:05,2018-11-06 09:48
42578804,Data processing,drop all columns with a special condition on a column spark,<scala><apache-spark><apache-spark-sql>,2,2350,2,5,2017-03-03 12:22,2017-03-04 00:29
56514856,Data processing,Categories column on the basis of distinct value in Spark Dataframe,<python><scala><apache-spark><apache-spark-sql>,1,31,1,1,2019-06-09 13:10,2019-06-09 20:51
33180856,Data processing,Parse FHIR Bundle JSON Apache Spark,<python><json><apache-spark><pyspark><dstu2-fhir>,5,374,1,0,2015-10-16 23:09,2019-03-06 19:26
42249888,Data Sources,Query data in subdirectories in Hive Partitions using Spark SQL,<apache-spark><hive><apache-spark-sql><parquet>,2,503,2,2,2017-02-15 12:48,2019-08-20 14:56
26892389,Configuration,org.apache.spark.SparkException: Job aborted due to stage failure: Task from application,<apache-spark>,12,56612,2,4,2014-11-12 17:00,2015-04-19 00:38
40613228,Data processing,How to automate StructType creation for passing RDD to DataFrame,<scala><apache-spark><spark-dataframe><rdd>,6,528,1,0,2016-11-15 15:06,2016-11-15 16:35
55226928,Other,Spark Dataset - NumberFormatException: Zero length BigInteger,<java><apache-spark><apache-spark-sql>,1,327,1,3,2019-03-18 17:27,2019-03-20 08:40
51171328,Data processing,Merge per group to fill time series,<python><apache-spark><pyspark>,3,83,1,0,2018-07-04 10:19,2018-07-04 14:10
47784718,Spark API Usage,LDA model prediction nonconsistance,<apache-spark><pyspark><apache-spark-MLlib><lda><apache-spark-ml>,1,276,1,0,2017-12-13 02:41,2017-12-14 01:49
32598820,Data processing,Get all the nodes connected to a node in Apache Data processingX,<scala><graph><apache-spark><spark-graphx>,6,2307,1,6,2015-09-16 02:36,2015-09-16 06:58
36009436,Spark API Usage,Spark High Availability,<apache-spark>,1,609,1,1,2016-03-15 11:04,2016-03-15 13:28
37603989,Data processing,Distributed dask matrix from flat text file,<python><apache-spark><dataframe><pyspark><dask>,1,246,1,0,2016-06-03 00:03,2016-06-03 06:38
50880303,Spark API Usage,Python - Pickle Spacy for PySpark,<python><apache-spark><pyspark><user-defined-functions>,5,902,2,4,2018-06-15 17:33,2018-08-23 15:41
38186427,Data processing,How to write a transformation function to transform RDD with reference to a Graphframe object?,<apache-spark><pyspark><rdd><graphframes>,1,83,1,0,2016-07-04 13:53,2016-07-04 14:28
45636753,Spark API Usage,Meaning of the Symbol of single apostrophe(') in Scala using Anonymous function under withColumn function?,<scala><apache-spark><user-defined-functions><anonymous-function>,2,1002,1,2,2017-08-11 13:43,2017-08-11 14:37
48469281,Spark API Usage,How to merge multiple DStreams in spark using scala?,<scala><apache-spark><apache-kafka><spark-streaming><dstream>,1,472,1,1,2018-01-26 20:46:15,2018-01-27 12:10:15
30591421,Spark API Usage,My RDD change his values himself,<scala><apache-spark><rdd>,1,43,2,0,2015-06-02 08:49:38,2015-06-02 09:02:37
37778532,Spark API Usage,How to get Precision/Recall using CrossValidator for training NaiveBayes Model using Spark,<apache-spark><apache-spark-mllib><apache-spark-ml><apache-spark-1.5>,2,734,1,0,2016-06-12 19:59:31,2016-06-13 16:58:13
39537505,Data processing,PySpark: append/merge PythonRDD to a PySpark dataframe,<python><apache-spark><pyspark><apache-spark-sql><apache-spark-mllib>,2,659,1,5,2016-09-16 17:55:48,2019-01-06 19:58:38
48926087,Data processing,Fit a json string to a DataFrame using a schema,<json><apache-spark><dataframe><rdd>,2,244,1,0,2018-02-22 11:16:40,2018-02-22 12:09:53
29785548,Configuration,Apache Spark on EC2 massive slowdown on iterations,<amazon-ec2><apache-spark>,1,87,2,0,2015-04-22 00:26:00,2015-10-15 12:06:13
35899392,Spark API Usage,Create a Python transformer on sparsevector data type column in Pyspark ML,<python><pyspark><apache-spark-mllib>,3,1487,1,1,2016-03-09 18:13:15,2016-03-10 20:58:18
